lncRNA,miRNA,gene,immune_cell,algo,r_lnc,p_lnc,r_miR,p_miR,r_gene,p_gene,cancer
LINC00943,MIR149,CD3D,Myeloid.dendritic.cell,XCELL,0.361180504,1.53E-14,-0.154813882,0.001367175,0.717553216,1.94E-68,BLCA
LINC00943,MIR149,CD3D,Eosinophil,XCELL,-0.257836205,7.00E-08,0.237535697,7.29E-07,-0.110526263,0.022677025,BLCA
LINC00943,MIR149,CD3D,Macrophage,XCELL,0.421793879,9.21E-20,-0.240586682,5.19E-07,0.6134155,2.75E-45,BLCA
LINC00943,MIR149,CD3D,Monocyte,XCELL,0.370884698,2.63E-15,-0.161818057,0.000813288,0.637705106,6.84E-50,BLCA
LINC00943,MIR149,CD3D,immune.score,XCELL,0.435908679,3.87E-21,-0.140972175,0.003588779,0.795940535,3.04E-94,BLCA
LINC00943,MIR149,CD3D,microenvironment.score,XCELL,0.340077323,5.76E-13,-0.130620813,0.007008337,0.714659717,1.18E-67,BLCA
LINC00943,MIR149,CD3D,Cancer.associated.fibroblast,EPIC,0.197575863,4.10E-05,-0.137954224,0.004382131,0.310013221,6.41E-11,BLCA
LINC00943,MIR149,CD3D,Endothelial.cell,EPIC,-0.174990553,0.000289067,0.125570985,0.00955995,0.108657834,0.025085896,BLCA
LINC00943,MIR149,CD3D,Macrophage,EPIC,0.438531059,2.11E-21,-0.238131716,6.82E-07,0.657746974,5.15E-54,BLCA
LINC00943,MIR149,CD3D,NK.cell,EPIC,0.325106861,6.42E-12,-0.166214662,0.000580698,0.448524427,2.00E-22,BLCA
LINC00943,MIR149,FASLG,T.cell.CD8.,TIMER,0.300792672,2.45E-10,-0.210720205,1.18E-05,0.411438691,8.59E-19,BLCA
LINC00943,MIR149,FASLG,Neutrophil,TIMER,0.53342651,1.27E-32,-0.210270098,1.24E-05,0.648663199,4.16E-52,BLCA
LINC00943,MIR149,FASLG,Macrophage,TIMER,0.180546778,0.000182634,-0.10545023,0.029737221,0.133132497,0.005982129,BLCA
LINC00943,MIR149,FASLG,Myeloid.dendritic.cell,TIMER,0.493639375,1.73E-27,-0.283537559,2.67E-09,0.640568292,1.84E-50,BLCA
LINC00943,MIR149,FASLG,T.cell.regulatory..Tregs.,CIBERSORT,-0.161254119,0.000848684,0.147671256,0.00227243,-0.133055832,0.006011339,BLCA
LINC00943,MIR149,FASLG,T.cell.CD8.,QUANTISEQ,0.466047892,2.65E-24,-0.122121409,0.011748165,0.732880661,9.34E-73,BLCA
LINC00943,MIR149,FASLG,Myeloid.dendritic.cell,QUANTISEQ,-0.280468232,4.02E-09,0.152063821,0.001666864,-0.144926736,0.002746539,BLCA
LINC00943,MIR149,FASLG,T.cell.CD8.,MCPCOUNTER,0.468330808,1.48E-24,-0.124042883,0.010480162,0.720767825,2.55E-69,BLCA
LINC00943,MIR149,FASLG,cytotoxicity.score,MCPCOUNTER,0.559602047,2.16E-36,-0.278681004,5.08E-09,0.841815705,2.43E-115,BLCA
LINC00943,MIR149,FASLG,NK.cell,MCPCOUNTER,0.475586899,2.26E-25,-0.191309082,7.22E-05,0.768179462,6.08E-84,BLCA
LINC00943,MIR149,FASLG,Monocyte,MCPCOUNTER,0.460233147,1.14E-23,-0.263404369,3.55E-08,0.586065721,1.47E-40,BLCA
LINC00943,MIR149,FASLG,Myeloid.dendritic.cell,MCPCOUNTER,0.374449189,1.36E-15,-0.142726848,0.003189749,0.514163588,4.72E-30,BLCA
LINC00943,MIR149,FASLG,Cancer.associated.fibroblast,MCPCOUNTER,0.258471302,6.48E-08,-0.188195099,9.49E-05,0.291168365,9.48E-10,BLCA
LINC00943,MIR149,FASLG,Myeloid.dendritic.cell,XCELL,0.361180504,1.53E-14,-0.154813882,0.001367175,0.581014682,9.83E-40,BLCA
LINC00943,MIR149,FASLG,Eosinophil,XCELL,-0.257836205,7.00E-08,0.237535697,7.29E-07,-0.206514265,1.78E-05,BLCA
LINC00943,MIR149,FASLG,Macrophage,XCELL,0.421793879,9.21E-20,-0.240586682,5.19E-07,0.613441277,2.72E-45,BLCA
LINC00943,MIR149,FASLG,Monocyte,XCELL,0.370884698,2.63E-15,-0.161818057,0.000813288,0.495839372,9.37E-28,BLCA
LINC00943,MIR149,FASLG,immune.score,XCELL,0.435908679,3.87E-21,-0.140972175,0.003588779,0.677524969,2.09E-58,BLCA
LINC00943,MIR149,FASLG,microenvironment.score,XCELL,0.340077323,5.76E-13,-0.130620813,0.007008337,0.559251989,2.44E-36,BLCA
LINC00943,MIR149,FASLG,Cancer.associated.fibroblast,EPIC,0.197575863,4.10E-05,-0.137954224,0.004382131,0.268455006,1.89E-08,BLCA
LINC00943,MIR149,FASLG,T.cell.CD4.,EPIC,-0.138781499,0.004150235,0.144306746,0.002865403,-0.131215872,0.006751911,BLCA
LINC00943,MIR149,FASLG,Macrophage,EPIC,0.438531059,2.11E-21,-0.238131716,6.82E-07,0.636739166,1.06E-49,BLCA
LINC00943,MIR149,FASLG,NK.cell,EPIC,0.325106861,6.42E-12,-0.166214662,0.000580698,0.4850609,1.82E-26,BLCA
LINC00943,MIR149,HLA-A,T.cell.CD8.,TIMER,0.300792672,2.45E-10,-0.210720205,1.18E-05,0.235905223,8.72E-07,BLCA
LINC00943,MIR149,HLA-A,Neutrophil,TIMER,0.53342651,1.27E-32,-0.210270098,1.24E-05,0.613175658,3.04E-45,BLCA
LINC00943,MIR149,HLA-A,Myeloid.dendritic.cell,TIMER,0.493639375,1.73E-27,-0.283537559,2.67E-09,0.593418424,8.73E-42,BLCA
LINC00943,MIR149,HLA-A,T.cell.regulatory..Tregs.,CIBERSORT,-0.161254119,0.000848684,0.147671256,0.00227243,-0.121146737,0.012441776,BLCA
LINC00943,MIR149,HLA-A,Monocyte,QUANTISEQ,0.095376648,0.049422286,-0.197501197,4.13E-05,0.110314849,0.022939142,BLCA
LINC00943,MIR149,HLA-A,T.cell.CD8.,QUANTISEQ,0.466047892,2.65E-24,-0.122121409,0.011748165,0.531238602,2.53E-32,BLCA
LINC00943,MIR149,HLA-A,Myeloid.dendritic.cell,QUANTISEQ,-0.280468232,4.02E-09,0.152063821,0.001666864,-0.245572368,2.95E-07,BLCA
LINC00943,MIR149,HLA-A,T.cell.CD8.,MCPCOUNTER,0.468330808,1.48E-24,-0.124042883,0.010480162,0.568715288,8.74E-38,BLCA
LINC00943,MIR149,HLA-A,cytotoxicity.score,MCPCOUNTER,0.559602047,2.16E-36,-0.278681004,5.08E-09,0.694397305,1.96E-62,BLCA
LINC00943,MIR149,HLA-A,NK.cell,MCPCOUNTER,0.475586899,2.26E-25,-0.191309082,7.22E-05,0.557498241,4.46E-36,BLCA
LINC00943,MIR149,HLA-A,Monocyte,MCPCOUNTER,0.460233147,1.14E-23,-0.263404369,3.55E-08,0.5613095,1.19E-36,BLCA
LINC00943,MIR149,HLA-A,Myeloid.dendritic.cell,MCPCOUNTER,0.374449189,1.36E-15,-0.142726848,0.003189749,0.375785903,1.06E-15,BLCA
LINC00943,MIR149,HLA-A,Cancer.associated.fibroblast,MCPCOUNTER,0.258471302,6.48E-08,-0.188195099,9.49E-05,0.213371684,9.12E-06,BLCA
LINC00943,MIR149,HLA-A,Myeloid.dendritic.cell,XCELL,0.361180504,1.53E-14,-0.154813882,0.001367175,0.443945694,5.95E-22,BLCA
LINC00943,MIR149,HLA-A,Eosinophil,XCELL,-0.257836205,7.00E-08,0.237535697,7.29E-07,-0.312712502,4.29E-11,BLCA
LINC00943,MIR149,HLA-A,Macrophage,XCELL,0.421793879,9.21E-20,-0.240586682,5.19E-07,0.516831914,2.13E-30,BLCA
LINC00943,MIR149,HLA-A,Monocyte,XCELL,0.370884698,2.63E-15,-0.161818057,0.000813288,0.420157205,1.32E-19,BLCA
LINC00943,MIR149,HLA-A,immune.score,XCELL,0.435908679,3.87E-21,-0.140972175,0.003588779,0.499073486,3.77E-28,BLCA
LINC00943,MIR149,HLA-A,microenvironment.score,XCELL,0.340077323,5.76E-13,-0.130620813,0.007008337,0.376768848,8.79E-16,BLCA
LINC00943,MIR149,HLA-A,Cancer.associated.fibroblast,EPIC,0.197575863,4.10E-05,-0.137954224,0.004382131,0.143577871,0.003011115,BLCA
LINC00943,MIR149,HLA-A,T.cell.CD4.,EPIC,-0.138781499,0.004150235,0.144306746,0.002865403,-0.11576605,0.016959622,BLCA
LINC00943,MIR149,HLA-A,Endothelial.cell,EPIC,-0.174990553,0.000289067,0.125570985,0.00955995,-0.151353269,0.001753528,BLCA
LINC00943,MIR149,HLA-A,Macrophage,EPIC,0.438531059,2.11E-21,-0.238131716,6.82E-07,0.459459755,1.39E-23,BLCA
LINC00943,MIR149,HLA-A,NK.cell,EPIC,0.325106861,6.42E-12,-0.166214662,0.000580698,0.380582139,4.27E-16,BLCA
LINC00943,MIR149,HLA-C,T.cell.CD8.,TIMER,0.300792672,2.45E-10,-0.210720205,1.18E-05,0.231318291,1.43E-06,BLCA
LINC00943,MIR149,HLA-C,Neutrophil,TIMER,0.53342651,1.27E-32,-0.210270098,1.24E-05,0.533244283,1.34E-32,BLCA
LINC00943,MIR149,HLA-C,Macrophage,TIMER,0.180546778,0.000182634,-0.10545023,0.029737221,0.157327028,0.001137462,BLCA
LINC00943,MIR149,HLA-C,Myeloid.dendritic.cell,TIMER,0.493639375,1.73E-27,-0.283537559,2.67E-09,0.532625565,1.63E-32,BLCA
LINC00943,MIR149,HLA-C,T.cell.regulatory..Tregs.,CIBERSORT,-0.161254119,0.000848684,0.147671256,0.00227243,-0.102358975,0.034900317,BLCA
LINC00943,MIR149,HLA-C,T.cell.CD8.,QUANTISEQ,0.466047892,2.65E-24,-0.122121409,0.011748165,0.534585042,8.78E-33,BLCA
LINC00943,MIR149,HLA-C,Myeloid.dendritic.cell,QUANTISEQ,-0.280468232,4.02E-09,0.152063821,0.001666864,-0.139153521,0.004049616,BLCA
LINC00943,MIR149,HLA-C,T.cell.CD8.,MCPCOUNTER,0.468330808,1.48E-24,-0.124042883,0.010480162,0.520346019,7.36E-31,BLCA
LINC00943,MIR149,HLA-C,cytotoxicity.score,MCPCOUNTER,0.559602047,2.16E-36,-0.278681004,5.08E-09,0.639800222,2.62E-50,BLCA
LINC00943,MIR149,HLA-C,NK.cell,MCPCOUNTER,0.475586899,2.26E-25,-0.191309082,7.22E-05,0.527743196,7.57E-32,BLCA
LINC00943,MIR149,HLA-C,Monocyte,MCPCOUNTER,0.460233147,1.14E-23,-0.263404369,3.55E-08,0.52932063,4.62E-32,BLCA
LINC00943,MIR149,HLA-C,Myeloid.dendritic.cell,MCPCOUNTER,0.374449189,1.36E-15,-0.142726848,0.003189749,0.3044281,1.45E-10,BLCA
LINC00943,MIR149,HLA-C,Cancer.associated.fibroblast,MCPCOUNTER,0.258471302,6.48E-08,-0.188195099,9.49E-05,0.193424052,5.98E-05,BLCA
LINC00943,MIR149,HLA-C,Myeloid.dendritic.cell,XCELL,0.361180504,1.53E-14,-0.154813882,0.001367175,0.436181831,3.63E-21,BLCA
LINC00943,MIR149,HLA-C,Eosinophil,XCELL,-0.257836205,7.00E-08,0.237535697,7.29E-07,-0.243443271,3.76E-07,BLCA
LINC00943,MIR149,HLA-C,Macrophage,XCELL,0.421793879,9.21E-20,-0.240586682,5.19E-07,0.550166988,5.38E-35,BLCA
LINC00943,MIR149,HLA-C,Monocyte,XCELL,0.370884698,2.63E-15,-0.161818057,0.000813288,0.372062817,2.12E-15,BLCA
LINC00943,MIR149,HLA-C,immune.score,XCELL,0.435908679,3.87E-21,-0.140972175,0.003588779,0.475400728,2.38E-25,BLCA
LINC00943,MIR149,HLA-C,microenvironment.score,XCELL,0.340077323,5.76E-13,-0.130620813,0.007008337,0.34059058,5.29E-13,BLCA
LINC00943,MIR149,HLA-C,Cancer.associated.fibroblast,EPIC,0.197575863,4.10E-05,-0.137954224,0.004382131,0.203808444,2.30E-05,BLCA
LINC00943,MIR149,HLA-C,T.cell.CD4.,EPIC,-0.138781499,0.004150235,0.144306746,0.002865403,-0.149654844,0.001977663,BLCA
LINC00943,MIR149,HLA-C,Endothelial.cell,EPIC,-0.174990553,0.000289067,0.125570985,0.00955995,-0.123795157,0.010636517,BLCA
LINC00943,MIR149,HLA-C,Macrophage,EPIC,0.438531059,2.11E-21,-0.238131716,6.82E-07,0.509239968,2.02E-29,BLCA
LINC00943,MIR149,HLA-C,NK.cell,EPIC,0.325106861,6.42E-12,-0.166214662,0.000580698,0.450321708,1.30E-22,BLCA
LINC00943,MIR149,HSPA8,T.cell.CD8.,TIMER,0.300792672,2.45E-10,-0.210720205,1.18E-05,0.361163348,1.54E-14,BLCA
LINC00943,MIR149,HSPA8,Neutrophil,TIMER,0.53342651,1.27E-32,-0.210270098,1.24E-05,0.406840443,2.26E-18,BLCA
LINC00943,MIR149,HSPA8,Macrophage,TIMER,0.180546778,0.000182634,-0.10545023,0.029737221,0.207938239,1.55E-05,BLCA
LINC00943,MIR149,HSPA8,Myeloid.dendritic.cell,TIMER,0.493639375,1.73E-27,-0.283537559,2.67E-09,0.461879445,7.59E-24,BLCA
LINC00943,MIR149,HSPA8,T.cell.regulatory..Tregs.,CIBERSORT,-0.161254119,0.000848684,0.147671256,0.00227243,-0.186631633,0.00010873,BLCA
LINC00943,MIR149,HSPA8,Monocyte,QUANTISEQ,0.095376648,0.049422286,-0.197501197,4.13E-05,0.150729546,0.001832984,BLCA
LINC00943,MIR149,HSPA8,T.cell.CD8.,QUANTISEQ,0.466047892,2.65E-24,-0.122121409,0.011748165,0.219242784,5.06E-06,BLCA
LINC00943,MIR149,HSPA8,Myeloid.dendritic.cell,QUANTISEQ,-0.280468232,4.02E-09,0.152063821,0.001666864,-0.105225395,0.030089315,BLCA
LINC00943,MIR149,HSPA8,T.cell.CD8.,MCPCOUNTER,0.468330808,1.48E-24,-0.124042883,0.010480162,0.222501012,3.63E-06,BLCA
LINC00943,MIR149,HSPA8,cytotoxicity.score,MCPCOUNTER,0.559602047,2.16E-36,-0.278681004,5.08E-09,0.323694643,8.01E-12,BLCA
LINC00943,MIR149,HSPA8,NK.cell,MCPCOUNTER,0.475586899,2.26E-25,-0.191309082,7.22E-05,0.28640931,1.82E-09,BLCA
LINC00943,MIR149,HSPA8,Monocyte,MCPCOUNTER,0.460233147,1.14E-23,-0.263404369,3.55E-08,0.348538869,1.39E-13,BLCA
LINC00943,MIR149,HSPA8,Myeloid.dendritic.cell,MCPCOUNTER,0.374449189,1.36E-15,-0.142726848,0.003189749,0.193604915,5.88E-05,BLCA
LINC00943,MIR149,HSPA8,Cancer.associated.fibroblast,MCPCOUNTER,0.258471302,6.48E-08,-0.188195099,9.49E-05,0.176184208,0.000262215,BLCA
LINC00943,MIR149,HSPA8,Myeloid.dendritic.cell,XCELL,0.361180504,1.53E-14,-0.154813882,0.001367175,0.174511197,0.000300556,BLCA
LINC00943,MIR149,HSPA8,Eosinophil,XCELL,-0.257836205,7.00E-08,0.237535697,7.29E-07,-0.230565075,1.55E-06,BLCA
LINC00943,MIR149,HSPA8,Macrophage,XCELL,0.421793879,9.21E-20,-0.240586682,5.19E-07,0.261937978,4.25E-08,BLCA
LINC00943,MIR149,HSPA8,Monocyte,XCELL,0.370884698,2.63E-15,-0.161818057,0.000813288,0.210652227,1.19E-05,BLCA
LINC00943,MIR149,HSPA8,immune.score,XCELL,0.435908679,3.87E-21,-0.140972175,0.003588779,0.216460896,6.71E-06,BLCA
LINC00943,MIR149,HSPA8,microenvironment.score,XCELL,0.340077323,5.76E-13,-0.130620813,0.007008337,0.13301324,0.006027622,BLCA
LINC00943,MIR149,HSPA8,Cancer.associated.fibroblast,EPIC,0.197575863,4.10E-05,-0.137954224,0.004382131,0.148752403,0.002107138,BLCA
LINC00943,MIR149,HSPA8,T.cell.CD4.,EPIC,-0.138781499,0.004150235,0.144306746,0.002865403,-0.104043082,0.032000141,BLCA
LINC00943,MIR149,HSPA8,Endothelial.cell,EPIC,-0.174990553,0.000289067,0.125570985,0.00955995,-0.122207094,0.011688854,BLCA
LINC00943,MIR149,HSPA8,Macrophage,EPIC,0.438531059,2.11E-21,-0.238131716,6.82E-07,0.233784371,1.10E-06,BLCA
LINC00943,MIR149,HSPA8,NK.cell,EPIC,0.325106861,6.42E-12,-0.166214662,0.000580698,0.131055009,0.006820389,BLCA
LINC00943,MIR149,IFI30,T.cell.CD8.,TIMER,0.300792672,2.45E-10,-0.210720205,1.18E-05,0.292377436,8.02E-10,BLCA
LINC00943,MIR149,IFI30,Neutrophil,TIMER,0.53342651,1.27E-32,-0.210270098,1.24E-05,0.637248681,8.42E-50,BLCA
LINC00943,MIR149,IFI30,Macrophage,TIMER,0.180546778,0.000182634,-0.10545023,0.029737221,0.245957536,2.83E-07,BLCA
LINC00943,MIR149,IFI30,Myeloid.dendritic.cell,TIMER,0.493639375,1.73E-27,-0.283537559,2.67E-09,0.597787812,1.57E-42,BLCA
LINC00943,MIR149,IFI30,T.cell.CD8.,QUANTISEQ,0.466047892,2.65E-24,-0.122121409,0.011748165,0.501044924,2.15E-28,BLCA
LINC00943,MIR149,IFI30,Myeloid.dendritic.cell,QUANTISEQ,-0.280468232,4.02E-09,0.152063821,0.001666864,-0.191514241,7.09E-05,BLCA
LINC00943,MIR149,IFI30,T.cell.CD8.,MCPCOUNTER,0.468330808,1.48E-24,-0.124042883,0.010480162,0.509737465,1.74E-29,BLCA
LINC00943,MIR149,IFI30,cytotoxicity.score,MCPCOUNTER,0.559602047,2.16E-36,-0.278681004,5.08E-09,0.637248446,8.42E-50,BLCA
LINC00943,MIR149,IFI30,NK.cell,MCPCOUNTER,0.475586899,2.26E-25,-0.191309082,7.22E-05,0.587623416,8.13E-41,BLCA
LINC00943,MIR149,IFI30,Monocyte,MCPCOUNTER,0.460233147,1.14E-23,-0.263404369,3.55E-08,0.618907356,2.71E-46,BLCA
LINC00943,MIR149,IFI30,Myeloid.dendritic.cell,MCPCOUNTER,0.374449189,1.36E-15,-0.142726848,0.003189749,0.524908281,1.82E-31,BLCA
LINC00943,MIR149,IFI30,Cancer.associated.fibroblast,MCPCOUNTER,0.258471302,6.48E-08,-0.188195099,9.49E-05,0.449899421,1.44E-22,BLCA
LINC00943,MIR149,IFI30,Myeloid.dendritic.cell,XCELL,0.361180504,1.53E-14,-0.154813882,0.001367175,0.540450976,1.33E-33,BLCA
LINC00943,MIR149,IFI30,Eosinophil,XCELL,-0.257836205,7.00E-08,0.237535697,7.29E-07,-0.141554719,0.003451547,BLCA
LINC00943,MIR149,IFI30,Macrophage,XCELL,0.421793879,9.21E-20,-0.240586682,5.19E-07,0.617579093,4.77E-46,BLCA
LINC00943,MIR149,IFI30,Monocyte,XCELL,0.370884698,2.63E-15,-0.161818057,0.000813288,0.576862173,4.57E-39,BLCA
LINC00943,MIR149,IFI30,immune.score,XCELL,0.435908679,3.87E-21,-0.140972175,0.003588779,0.636345379,1.27E-49,BLCA
LINC00943,MIR149,IFI30,microenvironment.score,XCELL,0.340077323,5.76E-13,-0.130620813,0.007008337,0.5853176,1.95E-40,BLCA
LINC00943,MIR149,IFI30,Cancer.associated.fibroblast,EPIC,0.197575863,4.10E-05,-0.137954224,0.004382131,0.411417358,8.62E-19,BLCA
LINC00943,MIR149,IFI30,T.cell.CD4.,EPIC,-0.138781499,0.004150235,0.144306746,0.002865403,-0.220480917,4.46E-06,BLCA
LINC00943,MIR149,IFI30,Macrophage,EPIC,0.438531059,2.11E-21,-0.238131716,6.82E-07,0.66131316,8.80E-55,BLCA
LINC00943,MIR149,IFI30,NK.cell,EPIC,0.325106861,6.42E-12,-0.166214662,0.000580698,0.441088219,1.16E-21,BLCA
LINC00943,MIR149,MICB,T.cell.CD8.,TIMER,0.300792672,2.45E-10,-0.210720205,1.18E-05,0.222033126,3.81E-06,BLCA
LINC00943,MIR149,MICB,Neutrophil,TIMER,0.53342651,1.27E-32,-0.210270098,1.24E-05,0.449350956,1.64E-22,BLCA
LINC00943,MIR149,MICB,Macrophage,TIMER,0.180546778,0.000182634,-0.10545023,0.029737221,0.26039489,5.13E-08,BLCA
LINC00943,MIR149,MICB,Myeloid.dendritic.cell,TIMER,0.493639375,1.73E-27,-0.283537559,2.67E-09,0.431334198,1.10E-20,BLCA
LINC00943,MIR149,MICB,T.cell.CD8.,QUANTISEQ,0.466047892,2.65E-24,-0.122121409,0.011748165,0.350329353,1.02E-13,BLCA
LINC00943,MIR149,MICB,T.cell.CD8.,MCPCOUNTER,0.468330808,1.48E-24,-0.124042883,0.010480162,0.333467561,1.70E-12,BLCA
LINC00943,MIR149,MICB,cytotoxicity.score,MCPCOUNTER,0.559602047,2.16E-36,-0.278681004,5.08E-09,0.414053243,4.92E-19,BLCA
LINC00943,MIR149,MICB,NK.cell,MCPCOUNTER,0.475586899,2.26E-25,-0.191309082,7.22E-05,0.359923403,1.91E-14,BLCA
LINC00943,MIR149,MICB,Monocyte,MCPCOUNTER,0.460233147,1.14E-23,-0.263404369,3.55E-08,0.426414625,3.32E-20,BLCA
LINC00943,MIR149,MICB,Myeloid.dendritic.cell,MCPCOUNTER,0.374449189,1.36E-15,-0.142726848,0.003189749,0.230026418,1.65E-06,BLCA
LINC00943,MIR149,MICB,Cancer.associated.fibroblast,MCPCOUNTER,0.258471302,6.48E-08,-0.188195099,9.49E-05,0.138679402,0.004178241,BLCA
LINC00943,MIR149,MICB,Myeloid.dendritic.cell,XCELL,0.361180504,1.53E-14,-0.154813882,0.001367175,0.274245407,9.05E-09,BLCA
LINC00943,MIR149,MICB,Eosinophil,XCELL,-0.257836205,7.00E-08,0.237535697,7.29E-07,-0.217949296,5.77E-06,BLCA
LINC00943,MIR149,MICB,Macrophage,XCELL,0.421793879,9.21E-20,-0.240586682,5.19E-07,0.349349435,1.21E-13,BLCA
LINC00943,MIR149,MICB,Monocyte,XCELL,0.370884698,2.63E-15,-0.161818057,0.000813288,0.211299924,1.12E-05,BLCA
LINC00943,MIR149,MICB,immune.score,XCELL,0.435908679,3.87E-21,-0.140972175,0.003588779,0.270230417,1.51E-08,BLCA
LINC00943,MIR149,MICB,microenvironment.score,XCELL,0.340077323,5.76E-13,-0.130620813,0.007008337,0.16403339,0.000687046,BLCA
LINC00943,MIR149,MICB,Cancer.associated.fibroblast,EPIC,0.197575863,4.10E-05,-0.137954224,0.004382131,0.191556487,7.06E-05,BLCA
LINC00943,MIR149,MICB,T.cell.CD4.,EPIC,-0.138781499,0.004150235,0.144306746,0.002865403,-0.134550499,0.005464343,BLCA
LINC00943,MIR149,MICB,Endothelial.cell,EPIC,-0.174990553,0.000289067,0.125570985,0.00955995,-0.172075941,0.000365796,BLCA
LINC00943,MIR149,MICB,Macrophage,EPIC,0.438531059,2.11E-21,-0.238131716,6.82E-07,0.388824624,8.65E-17,BLCA
LINC00943,MIR149,MICB,NK.cell,EPIC,0.325106861,6.42E-12,-0.166214662,0.000580698,0.304190493,1.50E-10,BLCA
LINC00943,MIR149,PLXND1,T.cell.CD8.,TIMER,0.300792672,2.45E-10,-0.210720205,1.18E-05,0.39103695,5.60E-17,BLCA
LINC00943,MIR149,PLXND1,Neutrophil,TIMER,0.53342651,1.27E-32,-0.210270098,1.24E-05,0.470282628,8.98E-25,BLCA
LINC00943,MIR149,PLXND1,Macrophage,TIMER,0.180546778,0.000182634,-0.10545023,0.029737221,0.49409323,1.53E-27,BLCA
LINC00943,MIR149,PLXND1,Myeloid.dendritic.cell,TIMER,0.493639375,1.73E-27,-0.283537559,2.67E-09,0.612811899,3.54E-45,BLCA
LINC00943,MIR149,PLXND1,Monocyte,QUANTISEQ,0.095376648,0.049422286,-0.197501197,4.13E-05,0.12146774,0.012209448,BLCA
LINC00943,MIR149,PLXND1,T.cell.CD8.,QUANTISEQ,0.466047892,2.65E-24,-0.122121409,0.011748165,0.329179205,3.37E-12,BLCA
LINC00943,MIR149,PLXND1,T.cell.CD8.,MCPCOUNTER,0.468330808,1.48E-24,-0.124042883,0.010480162,0.321886843,1.06E-11,BLCA
LINC00943,MIR149,PLXND1,cytotoxicity.score,MCPCOUNTER,0.559602047,2.16E-36,-0.278681004,5.08E-09,0.33347126,1.70E-12,BLCA
LINC00943,MIR149,PLXND1,NK.cell,MCPCOUNTER,0.475586899,2.26E-25,-0.191309082,7.22E-05,0.364343062,8.68E-15,BLCA
LINC00943,MIR149,PLXND1,Monocyte,MCPCOUNTER,0.460233147,1.14E-23,-0.263404369,3.55E-08,0.476303325,1.88E-25,BLCA
LINC00943,MIR149,PLXND1,Myeloid.dendritic.cell,MCPCOUNTER,0.374449189,1.36E-15,-0.142726848,0.003189749,0.43319254,7.20E-21,BLCA
LINC00943,MIR149,PLXND1,Cancer.associated.fibroblast,MCPCOUNTER,0.258471302,6.48E-08,-0.188195099,9.49E-05,0.650212753,1.99E-52,BLCA
LINC00943,MIR149,PLXND1,Myeloid.dendritic.cell,XCELL,0.361180504,1.53E-14,-0.154813882,0.001367175,0.430755641,1.25E-20,BLCA
LINC00943,MIR149,PLXND1,Eosinophil,XCELL,-0.257836205,7.00E-08,0.237535697,7.29E-07,-0.17964344,0.000196974,BLCA
LINC00943,MIR149,PLXND1,Macrophage,XCELL,0.421793879,9.21E-20,-0.240586682,5.19E-07,0.491777888,2.90E-27,BLCA
LINC00943,MIR149,PLXND1,Monocyte,XCELL,0.370884698,2.63E-15,-0.161818057,0.000813288,0.428744254,1.97E-20,BLCA
LINC00943,MIR149,PLXND1,immune.score,XCELL,0.435908679,3.87E-21,-0.140972175,0.003588779,0.386970502,1.24E-16,BLCA
LINC00943,MIR149,PLXND1,microenvironment.score,XCELL,0.340077323,5.76E-13,-0.130620813,0.007008337,0.543951478,4.24E-34,BLCA
LINC00943,MIR149,PLXND1,Cancer.associated.fibroblast,EPIC,0.197575863,4.10E-05,-0.137954224,0.004382131,0.609918869,1.17E-44,BLCA
LINC00943,MIR149,PLXND1,T.cell.CD4.,EPIC,-0.138781499,0.004150235,0.144306746,0.002865403,-0.398380047,1.29E-17,BLCA
LINC00943,MIR149,PLXND1,Endothelial.cell,EPIC,-0.174990553,0.000289067,0.125570985,0.00955995,0.328240765,3.92E-12,BLCA
LINC00943,MIR149,PLXND1,Macrophage,EPIC,0.438531059,2.11E-21,-0.238131716,6.82E-07,0.557596255,4.31E-36,BLCA
LINC00943,MIR149,PLXND1,NK.cell,EPIC,0.325106861,6.42E-12,-0.166214662,0.000580698,0.363723562,9.71E-15,BLCA
LINC00943,MIR149,PSMD1,T.cell.CD8.,TIMER,0.300792672,2.45E-10,-0.210720205,1.18E-05,0.430945277,1.20E-20,BLCA
LINC00943,MIR149,PSMD1,Neutrophil,TIMER,0.53342651,1.27E-32,-0.210270098,1.24E-05,0.46976927,1.02E-24,BLCA
LINC00943,MIR149,PSMD1,Macrophage,TIMER,0.180546778,0.000182634,-0.10545023,0.029737221,0.265874084,2.61E-08,BLCA
LINC00943,MIR149,PSMD1,Myeloid.dendritic.cell,TIMER,0.493639375,1.73E-27,-0.283537559,2.67E-09,0.501584155,1.85E-28,BLCA
LINC00943,MIR149,PSMD1,T.cell.regulatory..Tregs.,CIBERSORT,-0.161254119,0.000848684,0.147671256,0.00227243,-0.27315137,1.04E-08,BLCA
LINC00943,MIR149,PSMD1,T.cell.CD8.,QUANTISEQ,0.466047892,2.65E-24,-0.122121409,0.011748165,0.157734182,0.001103783,BLCA
LINC00943,MIR149,PSMD1,Myeloid.dendritic.cell,QUANTISEQ,-0.280468232,4.02E-09,0.152063821,0.001666864,-0.100744717,0.037887181,BLCA
LINC00943,MIR149,PSMD1,T.cell.CD8.,MCPCOUNTER,0.468330808,1.48E-24,-0.124042883,0.010480162,0.188409778,9.31E-05,BLCA
